Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
High-technology exports (current US$),TX.VAL.TECH.CD,Jamaica,JAM,..,..,4141872,4638187,4359115,3313970,552512,2140177,11652999,..,1518795,..
High-technology exports (current US$),TX.VAL.TECH.CD,Japan,JPN,..,..,133518227403,129759453736,111570711084,107607055831,98537259154,99291270316,106416048221,111020443595,104042048408,..
High-technology exports (current US$),TX.VAL.TECH.CD,Jordan,JOR,..,..,117330940,107823091,81697863,93168512,121230000,149415963,83323220,142188283,71400168,..
High-technology exports (current US$),TX.VAL.TECH.CD,Kazakhstan,KAZ,..,..,2599205989,3571435540,3112444089,3396247933,2856234330,2076559972,1787720485,1762977653,2251491437,..
High-technology exports (current US$),TX.VAL.TECH.CD,Kenya,KEN,..,..,..,..,78074332,..,81208728,136063973,48617464,54899302,82475871,..
High-technology exports (current US$),TX.VAL.TECH.CD,Kiribati,KIR,..,..,..,..,..,38747,23848,42924,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,"Korea, Rep.",KOR,..,..,133473672851,130689572360,143484623384,149059893806,147118868911,135914291176,166675269584,192789656676,153561173548,..
High-technology exports (current US$),TX.VAL.TECH.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Kuwait,KWT,..,..,131438847,..,97593423,5504361,4070225,3788702,5445872,231363392,26496303,..
High-technology exports (current US$),TX.VAL.TECH.CD,Kyrgyz Republic,KGZ,..,..,11909204,16118188,17236761,6232732,43740657,67844909,88959757,40023711,29880952,..
High-technology exports (current US$),TX.VAL.TECH.CD,Lao PDR,LAO,..,..,21093611,11789240,45042419,153548989,298095467,275176774,389702541,467981186,229427368,..
High-technology exports (current US$),TX.VAL.TECH.CD,Latvia,LVA,..,..,633815820,777098343,1082425231,1329488674,1291458329,1203458453,1413240988,1881856793,1471919256,..
High-technology exports (current US$),TX.VAL.TECH.CD,Lebanon,LBN,..,..,61167596,44875795,50373171,46480137,37644903,38914218,272165501,39529301,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Lesotho,LSO,..,..,..,..,..,..,682350,827952,1254081,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Lithuania,LTU,..,..,1583461183,1712087878,1907024595,2093093373,1920341226,1963431129,2317936056,2516321413,2527024759,..
High-technology exports (current US$),TX.VAL.TECH.CD,Luxembourg,LUX,..,..,1135855717,925030454,743238936,679502822,702202236,811594546,786641158,858269925,789478515,..
High-technology exports (current US$),TX.VAL.TECH.CD,"Macao SAR, China",MAC,..,..,..,..,..,38253,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Madagascar,MDG,..,..,52264343,2053172,2591337,4418113,1571831,7239834,3939819,3064185,3518585,..
High-technology exports (current US$),TX.VAL.TECH.CD,Malawi,MWI,..,..,22773567,1672462,11023851,9848473,4022059,26903867,8406539,1679969,4437252,..
High-technology exports (current US$),TX.VAL.TECH.CD,Malaysia,MYS,..,..,66508233664,66500014332,67099495956,70965144695,64474611125,63220193892,74136279705,90395903009,86554988404,..
High-technology exports (current US$),TX.VAL.TECH.CD,Maldives,MDV,..,..,..,..,..,..,..,120,708,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Mali,MLI,..,..,7320665,3974159,..,..,..,10105788,3021238,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Malta,MLT,..,..,1318065057,1276145313,1017479267,858230375,635089986,592218559,655819653,762250697,758632076,..
High-technology exports (current US$),TX.VAL.TECH.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Mauritania,MRT,..,..,..,..,..,..,..,44,..,..,3399,..
High-technology exports (current US$),TX.VAL.TECH.CD,Mauritius,MUS,..,..,9788104,10637134,6397088,355022,1289246,1053135,28412079,31292622,24298902,..
High-technology exports (current US$),TX.VAL.TECH.CD,Mexico,MEX,..,..,52313656570,57666698884,58572112528,61551701430,60285844432,62455529343,69687047762,74886123830,75234337293,..
High-technology exports (current US$),TX.VAL.TECH.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Moldova,MDA,..,..,19863856,26511802,16758559,26543277,20759441,15491763,30060831,18944087,24973388,..
High-technology exports (current US$),TX.VAL.TECH.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Mongolia,MNG,..,..,..,..,22669722,33796542,..,35523919,..,..,39589730,..
High-technology exports (current US$),TX.VAL.TECH.CD,Montenegro,MNE,..,..,16931436,9889196,6909504,11118361,11848593,5165276,5133057,4246458,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Morocco,MAR,..,..,..,..,..,..,564392253,602597558,691266542,838959900,1018014031,..
High-technology exports (current US$),TX.VAL.TECH.CD,Mozambique,MOZ,..,..,..,104748497,83888558,44098230,..,12601457,32198905,27220071,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Myanmar,MMR,..,..,3743377,15467021,6071366,15846766,9486539,252834721,285995159,312054589,219420963,..
High-technology exports (current US$),TX.VAL.TECH.CD,Namibia,NAM,..,..,48113447,108419186,72295515,114014386,6256557,24271281,15790091,2888323,2508912,..
High-technology exports (current US$),TX.VAL.TECH.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
